,Unnamed: 0,index,Career_Level,Company,Description,Summary,Job_Type,Qualification,JobTitle,Years_Experience,Industry,Location,Salary,Posted_On,Benefits_Dental_Insurance,Benefits_Five-day_work_week,Benefits_Free_shuttle_bus,Benefits_Life_insurance,Benefits_Medical_insurance,Benefits_Overtime_pay,Benefits_Performance_bonus,Benefits_Transportation_allowance,Benefits_Travel_allowance,Benefits_Double_pay,Benefits_Education_allowance,Benefits_Work_from_home,Jobsdb_Indeed,Python,SQL,Machine Learning,Spark,Java,Data Mining,Hadoop,Tableau,Hive,SAS,Big Data,GCP,AI,R,AWS,Azure
1377,1377,10964,,Lalamove (HK),"At Lalamove, we believe in the power of community. Millions of drivers and customers use our technology every day to connect with one another and move things that matter. Delivery is what we do best and we ensure it is always fast and simple. Since 2013, we have tackled the logistics industry head on to find the most innovative solutions for the worlds delivery needs. We are full steam ahead to make Lalamove synonymous with delivery and on a mission to impact as many local communities we can. We have massively scaled our efforts across Asia and now have our sights on taking our best in class technology to the rest of the world. And we need your help to get us there!
As a Data Analyst at Lalamove, you will work with a group of passionate and talented operators and researchers to drive the growth of our expansion strategy. You will be delivering critical business support to help identify and solve critical topics. You are keen to bring simplicity to complex and often incomplete information with your reports, dashboards, actionable insights and recommendations. The ideal candidate will have a passion for generating value out of data in order to shape the direction of our market expansion. The role will be action packed, demanding and offer you the opportunity to ensure that our growth plans are rooted in strong fundamentals as a result of your efforts.
What we seek:
Quick learner: you enjoy analyzing data, and you have the ability to learn new methods and technologies quickly
Problem solver: you have strong critical thinking skills, willing to find creative solutions to difficult problems and work smart before hard
High autonomy: self-organized, initiator, passionate with a can-do attitude and own end-to-end projects
Team player: you go the extra mile to ensure success and alignment of all parties involved
Communicative: you effectively interpret insights in simple terms to inspire actions and influence the strategy of stakeholders

About you:
At least 3 years of work experience in a business intelligence or data analytics role
Educational background in statistics, computer science, other applied sciences or understanding of data science theory
Experience in applying Visualization, Statistical Inference and other Data Mining techniques on variety of data
Proficiency in SQL and Python/R. Comfortable with Linux and Git commands
Experience using Tableau or other BI Tools for reporting and analyses
Good command of English

What we offer:
Diverse, international team.
Work with some of the best talent from all over the world. We are home to 20+ nationalities here and always welcome diversity.
LEARNING OPPORTUNITIES:
Growth is part of our culture. We pride ourselves in giving our people the autonomy to excel in their roles and many avenues to develop their skills.
CATERED FOOD & DRINKS:
Enjoy fresh fruit, food, and drinks catered on the regular.
FUN, FUN, FUN:
Happy Fridays, summer parties, anniversary prizes, monthly team outings, and more to bond as #OneLalamove!
BEST IN CLASS BENEFITS:
Generous health insurance and provident fund to ensure our people are protected and secured for the future.
COOL OFFICE SPACE:
Large whiteboards, lounge areas, and cold beverages all at your disposal to do your best work yet.
Additional Information
Job Level: Mid
Experience Level: Mid Level
Job Category: Data Analysis
Related Specialization: Data Analytics
Specializations: Data Analytics
Tags: SQL, Python, R, Git, Tableau, Fluent English, Visualisation, Statistical Inference, Data Mining
Company
Lalamove provides on-demand and same-day delivery services by connecting you to our driver partners on our mobile and web apps.","Experience in applying Visualization, Statistical Inference and other Data Mining techniques on variety of data.
And we need your help to get us there!",,,Data Analyst,,,"Kowloon Tong, Kowloon",,,,,,,,,,,,,,,Indeed,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1378,1378,10966,,Radica,"Established in 2017, PopSquare (a subsidiary of RADICA) is a fast-growing big data company focusing on machine-learning and trend prediction system for a totally new retail environment application. We are now expanding our product lines in Asia and in an urgent need of recruiting a capable Technical Project Manager to grow with us in order to satisfy the high market demand after COVID-19. If you are interested and confident to take new challenges with strong entrepreneurship mindset, welcome to join us!


JOB RESPONSIBILITIES

Cleanse, process, verify and transform web or clients’ data into analytics-friendly format
Select, build and optimize different data prediction models according to the business objectives
Prepare data visualization reports and analytical dashboards to draw out insights for the clients
Communicate analytics results in a clear and easy-to-understand manner
Construct, manage and monitor the healthiness of clients’ database
Standardize analytics methodology and architect to improve working efficiency
Do ad-hoc analysis when necessary


JOB REQUIREMENTS

Bachelor's Degree in Computer Science, Statistics, Mathematics or other quantitative discipline
Minimum 4 years of working experience in data science, data analysis, data mining, and creation of algorithms / data models / modeling
Excellent understanding of machine learning techniques and algorithms, such as k-NN, SVM, Decision Forests, etc
Experience in common data science toolkits, such as R, Python, Hadoop, Tableau, etc
Proficiency in using query languages such as SQL, Hive, Pig
Good applied statistics skills, such as distributions, statistical testing, regression, etc
Strong oral, written, and interpersonal communication skills


WHAT YOU WILL LOVE ABOUT US

Great Company Culture. Dynamic working environment. Rich gathering and team building
Minimum 14 days AL + 1 day Birthday leave.
Flexible working hours. 8 days work outside office.
Entitle Medical Insurance, Health Check-up/ Dental allowance
Entitle training subsidy. Take the class, be equipped, get reimbursed
Enjoy Hong Kong Science Park facilities (Swimming Pool, Gym, Yoga and more)","Minimum 4 years of working experience in data science, data analysis, data mining, and creation of algorithms / data models / modeling.",,,Data Scientist,,,Hong Kong,,,,,,,,,,,,,,,Indeed,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
1379,1379,10967,,Radica,"Established in 2017, PopSquare (a subsidiary of RADICA) is a fast-growing big data company focusing on machine-learning and trend prediction system for a totally new retail environment application. We are now expanding our product lines in Asia and in an urgent need of recruiting a capable Technical Project Manager to grow with us in order to satisfy the high market demand after COVID-19. If you are interested and confident to take new challenges with strong entrepreneurship mindset, welcome to join us!


JOB RESPONSIBILITIES

Cleanse, process, verify and transform web or clients’ data into analytics-friendly format
Select, build and optimize different data prediction models according to the business objectives
Prepare data visualization reports and analytical dashboards to draw out insights for the clients
Communicate analytics results in a clear and easy-to-understand manner
Construct, manage and monitor the healthiness of clients’ database
Standardize analytics methodology and architect to improve working efficiency
Do ad-hoc analysis when necessary


JOB REQUIREMENTS

Bachelor's Degree in Computer Science, Statistics, Mathematics or other quantitative discipline
Minimum 4 years of working experience in data science, data analysis, data mining, and creation of algorithms / data models / modeling
Excellent understanding of machine learning techniques and algorithms, such as k-NN, SVM, Decision Forests, etc
Experience in common data science toolkits, such as R, Python, Hadoop, Tableau, etc
Proficiency in using query languages such as SQL, Hive, Pig
Good applied statistics skills, such as distributions, statistical testing, regression, etc
Strong oral, written, and interpersonal communication skills


WHAT YOU WILL LOVE ABOUT US

Great Company Culture. Dynamic working environment. Rich gathering and team building
Minimum 14 days AL + 1 day Birthday leave.
Flexible working hours. 8 days work outside office.
Entitle Medical Insurance, Health Check-up/ Dental allowance
Entitle training subsidy. Take the class, be equipped, get reimbursed
Enjoy Hong Kong Science Park facilities (Swimming Pool, Gym, Yoga and more)","Minimum 4 years of working experience in data science, data analysis, data mining, and creation of algorithms / data models / modeling.",,,Data Scientist,,,Hong Kong,,,,,,,,,,,,,,,Indeed,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
1380,1380,10968,,CLP Power Hong Kong Limited,"We are looking for a high caliber individual to join Innovation. Key responsibilities include:


The Position Profile:
 
Improve efficiency in current business and support the creation of new business models
 
Responsible to develop, implement and execute data analytics projects
 
Understand the business needs and provide actionable insights
 
Design data modelling methodology, based on academic papers when necessary
 
Define project plan and required resources
 
Focus on model building, ensuring rigorousness, precision and accuracy
 
Manage the implementation process that meets business needs
 
Productionalize the AI solutions deployed, according to business requirements
 
Lead and supervise a small team of Data Scientists
 
Act as a pioneer for Data Science within the company
 
Finding solutions through data in order to drive business impact
 
Managing model performance, model maintenance and model updates

Requirements:
 
A recognized university degree in Statistics, Mathematics, Physics or other relevant

quantitative disciplines
 A minimum of 10 years’ relevant experience in data modelling
 
Be familiar with:
o Machine Learning modeling

o Deep Learning modeling: DNN, CNN, RNN, LSTM, Auto-Encoding, etc.

o Natural language processing and text mining

o Reinforcement Learning

o Time series analysis

o Computer vision
 Be proficient with Python (Tensorflow, scipy, sklearn, etc.), R, SQL,
 
Experience with JavaScript, Power BI are welcome
 
Strong capabilities in modelling data to solve complex business challenges
 Ability to structure a coherent solution with strong logical arguments
 
Fair understanding of latest big data technology
 
Strong Interpersonal communication and organizational skills with proven abilities of
supporting teams towards achieving organizational goals
 
Proven experience in managing small teams
 
Possess a can-do attitude
 
Possess excellent communication skills to persuade and influence others

Please apply by sending email to ghr@clp.com.hk giving a detailed C.V., including career history,

major achievements and personal attributes on or before 18 September 2020.


Important: To facilitate our easy tracking please use a unique file name for all attachments and

your email subject box in this format: CLPH-I-SDS_Last Name_First Name_Other Names


Applicants not invited for interview within 6 weeks from the closing date may assume their

applications unsuccessful.


Information provided will be for recruitment purpose within the CLP Group and only short-listed

candidates will be contacted. We comply with all applicable laws and regulations of HKSAR in

handling applications. For details of the Personal Information Collection Statement, please visit our

website: http://clp.to/engPICS.


For further information on our company, please visit our website: https://www.clpgroup.com/




Date Exhibited: 11 September 2020
Date Withdrawn: 18 September 2020






Information Classification: PROPRIETARY

(本項職位空缺只備英文版本 )"," Fair understanding of latest big data technology.
 Responsible to develop, implement and execute data analytics projects.
 Possess a can-do attitude.",,,Data Scientist,,,Hong Kong,,,,,,,,,,,,,,,Indeed,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1381,1381,10969,,CargoSmart (Hong Kong) Limited,"We are a leading international container transport and logistics service provider, operating from more than 320 offices in 70 countries around the world. Our modern and ever-expanding fleet, in addition to our extensive international facilities, links Asia, Europe, North America and Mediterranean, the Indian sub-continent, the Middle East and Australia/New Zealand. As a customer-focused organization we embrace quality standards, utilizing the most advanced information technology and e-Commerce platforms in the industry.

OOCL has long been recognized as the industry leader in developing and providing IT solutions for both container transportation customers and logistics customers. In addition, we are also the pioneer in the provision of IT solutions for other industry players through our advanced systems and portals. One such system is CargoSmart, one of the most advanced online application and integration service in the ocean container transportation industry, which has received 5 awards for its innovative use of leading technology.

At OOCL we recognize that people are our most important asset and would like to invite high-caliber candidates to join our global team.

Please send your application letter with detailed resume and expected salary by email to [email redacted, apply via company website] and quote the reference number on the subject.

Accelerate your career

Experience a taste of advanced technologies and working modules

Equip yourself with global exposure and a wide range of innovative projects

Work with a highly skilled team made up of talented individuals with amazing backgrounds

Your role

Be curious and passionate in developing or enhancing machine learning and artificial intelligence algorithms

Bring up your insights to dedicated projects with strong analytical and logical thinking

Transform your knowledge and ideas into enterprise solutions

Enjoy team collaboration and an open organization

Who we are looking for

Bachelors degree or above in Data Science, Statistics, Operations Research, Computer Science or related disciplines

Solid experience in artificial intelligence, Machine Learning, Data Science projects

Keen to learn high programing languages: Python, R, R/shiny, Spark on Big Data Cloud based technologies, SQL, and Java

Fresh graduates are welcome to join Data Science Trainee Program

Interested parties, please submit your application letter together with detailed resume and copies of your latest transcript by clicking Apply Now.

Fresh graduates and candidates with less experience will consider as Associate Data Scientist.

Full-time","Fresh graduates and candidates with less experience will consider as Associate Data Scientist.
Solid experience in artificial intelligence, Machine Learning,…",,,Data Scientist,,,Hong Kong,,,,,,,,,,,,,,,Indeed,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
1382,1382,10972,,Clustertech Limited,"ClusterTech Limited is committed to providing value to clients through advanced computing technologies including Cloud, High Performance Computing, AI Analytics and Big Data. We provide a comprehensive range of services and products to solve problems in massive data processing, large-scale computing, in-depth analysis, artificial intelligence, and uninterrupted service. Our business areas include financial engineering (investment analysis, risk management, derivatives pricing, etc.), business intelligence (sales forecasting, customer management, inventory management, etc.), environmental science (weather forecast, heavy rain and turbulence forecasting, analysis and prediction of pollution, etc.), smart city (information gathering, information analysis, optimisation and management), and internet applications (massive image processing, video storage and delivery). We also provide public cloud, private cloud and hybrid cloud solutions for businesses of all sizes.
Job Description: Solve practical problems by using computational skills and cross-category approaches of data mining/statistics/artificial intelligence/mathematical optimization; Utilize user characteristics and behavior data, financial data to do data mining and model building analysis; Participate in client research to collect users’ need, prepare reports of clients’ behavior analysis; Be required to travel to the mainland on a need basis; Job Requirements: Major in Computer Science, Engineering, Statistics or related disciplines; 1-2 years hands on relevant working experience; Good at analytical thinking with solid mathematics knowledge; Good master of foundation theories and approaches of data mining or statistics field; Proficiency in Java, Python, R or at least one programming language; Knowledge of data structure and algorithm; Experience in processing mass data, model building, and product improvement by mathematical approach is preferable; Knowledge of MYSQL,ORACLE database operation with excellent tuning skills is an advantage; Knowledge of machine learning or statistics field with experience in data mining projects is preferred; Team spirit, proactive in idea sharing with good communication skills (Chinese and English); Preference will be given to candidates with high integrity, team spirit, strong sense of responsibility, and passion for the application of modern computing technology in China; We offer competitive remuneration package including 5-day work and 15-day annual leave to the right candidate with excellent career advancement. All applications will be treated in strict confidence. Personal information collected will be used solely for the purpose of recruitment. If you are not invited for an interview within 4 weeks, your application will be filed for a further 2 years and be considered for any other appropriate positions within the company or related companies. For more information about ClusterTech , please visit our web site at http://www.clustertech.com .
All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time,Permanent","Utilize user characteristics and behavior data, financial data to do data mining and model building analysis;
Knowledge of data structure and algorithm;",,,Data Scientist,,,Hong Kong,,,,,,,,,,,,,,,Indeed,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1383,1383,10974,,ImagineX Management Company Limited,"Are you a passionate and yet creative talent who can think out of the box to driving the people agenda with a new approach? ImagineX Group is a premier retail, brand management and distribution company. We build luxury, designer and premium contemporary fashion, beauty and lifestyle businesses with an entrepreneurial approach and the passion and flair of a brand owner.We are now inviting a self-motivated, creative and talented Data Scientist to join our Beta Labs. Beta Labs is a new data science initiative from The Lane Crawford Joyce Group, maximizing the value of the Group’s assets across its retail and distribution businesses.WHAT YOU WILL BE DOING?Being the Data Scientist, the right candidate willMine, manipulate and perform statistical analysis on multiple data sets to build scalable enterprise analytics AI solutionsIdentify what data is available and relevant, including internal and external data sources and collaborates with institute subject matter experts to select the best approachDrive thought leadership in project and model approach from data acquisition to full production deploymentMakes strategic recommendations on data collection, integration and retention requirements incorporating business requirements and knowledge of best practicesScope and define own work by researching and developing new content (Text & Computer Vision) that will drive large business impact opportunitiesWork with cross-functional business partners throughout the organization to identify opportunities for leveraging company data to drive business solutionsApplies advanced statistical and predictive modeling techniques to build, maintain, and improve on multiple real-time decision systemsGenerate and validate hypotheses with variety of testing methods (A/B, multi-variate, factorial design) to measure the impact of ongoing campaigns and retail initiativesCommunicate results and findings to key decision makersLead corporate scale analytics projects that has a large impact on the organizationExplore and research on best-in-class methodologies and latest technology trendsWork with data engineers on the design and deployment of enhancements and fixes to systems as neededYOU NEED TO BE…Bachelor’s / Master’s Degree holder in relevant field (i.e. Mathematics, Statistics, Physics, Computer Science, Engineering, Econometrics)3-5 Years of work experience with big datasets and on large scale analytical projectsIn-depth knowledge on programming language such as R, Python or SAS to manipulate data and draw insights from large data setsExperience with data visualization tools/packs, such as D3.js, GGplot, Seaborn, Splunk, Power BI, etcExperience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, MySQL, etcMust-have knowledge on a variety of machine learning techniques clustering, decision trees neural networks, Linear and Non-Linear Programming, Deep Learning (ANN, RNN, CNN) and their real-world advantages/drawbacksExperience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Adwords, Facebook Insights, etc.Experience with merchandising and planning use cases is a plusFamiliarity with AWS or Microsoft Azure or Google Cloud platformWorking knowledge in NLP techniques such as topic modelling, named-entity recognition. semantic analysis, intent recognition, etc is a plusWorking knowledge in image processing techniques such as image segmentation, Feature Matching, Image classification, Edge and Contour Detection techniques, etc is a plusWilling to be proactive in coming up with solutions and accustomed to a collaborative start-up team environmentPassionate about AI-related research and innovationsExperience in retail, loyalty, ecommerce, merchandising or consulting is preferredGood command of written and spoken English and CantoneseInterested parties please apply and send your Full resume with expected salary to us via https://career10.successfactors.com/sfcareer/jobreqcareer?jobId=822&company=ImagineXInformation provided will be treated in strict confidence and only be used for recruitment purpose. The Company may refer suitable applicants to other vacancies within the associated Group of companies.For more information of ImagineX Group, please visit our web site at http://www.imaginex.com.工作類型: 全職, 長期工作經驗:big datasets and on large scale analytical projects: 3年 (優先考慮)遠程工作:因 COVID-19 暫時可以","Being the Data Scientist, the right candidate will.
We are now inviting a self-motivated, creative and talented Data Scientist to join our Beta Labs.",,,Data Scientist,,,Hong Kong Island,,,,,,,,,,,,,,,Indeed,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1
1384,1384,10975,,Apoidea (HK),"We are looking for a Machine Learning Engineer to join our team.
What you will be doing in this role
Participate in the development of our AI solutions and future state products and offerings, leveraging and expanding your expertise and skills in this domain and contributing to the growth of AI business.
About you
Bachelor or Graduate degree holder in Computer Science, Data Science, Mathematics, Statistics or other related disciplines;
Strong experience with backend development
Proven command of Python, R or similar languages, as well as knowledgeable in natural language processing, artificial intelligence, machine learning and voice processing technology;
Strong interpersonal and communication skills, positive work attitude, selfmotivated and be a team player;
Good command of written and spoken in English and Chinese.
Additional Information
Job Level: Entry
Experience Level: EntryLevel
Job Category: Data Science
Related Specialization: Data Science
Specializations: Data Science
Tags:
Company
Apoidea Group is a financial media company with strong coverage of over 2 million monthly reach on social media.","We are looking for a Machine Learning Engineer to join our team.
Bachelor or Graduate degree holder in Computer Science, Data Science, Mathematics, Statistics…",,,Data Scientist,,,"Lai Chi Kok, Kowloon",,,,,,,,,,,,,,,Indeed,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1385,1385,10976,,UBS,"Your role

Are you passionate about building models from data that can deliver business benefit? Would you like to apply your skills and knowledge in an exciting, fast-paced business environment amongst the trading and sales force of a top tier investment bank?

Your Career Comeback

We are open to applications from career returners. Find out more about our program on ubs.com/careercomeback.

Your team

You will join the Global Markets Intelligence team, a growing team of data scientists and engineers who are working within our Global Markets trading unit to build the data platform, models and tools that deliver the next generation of analytics to empower both traders and salespeople alike. This will entail specific quantitative data projects across a range of product areas (Equities, Rates, FX, Credit) under a remit to deliver increased revenues through enhanced decision making and data-driven client engagement at scale.

Your expertise


proficient in Python within the Pydata stack (Pandas, Numpy, Matplotlib)
experienced in working with large data sets in appropriate technologies (e.g. Hadoop), and in working with data engineers to build good data.
experienced with data presentation tools such as Tableau, Qlikview, Grafana and able to clearly articulate the output, conclusions and weaknesses of your models to non-technical stakeholders
passionate about the role that Data Science can play in growing and empowering a business
2+ years' experience in a data-related role
PhD or Masters in applied technical field
a track record of successful application of established Data Science, ML and statistical techniques to solve real-world problems
knowledge of and experience in one or more product areas across FX, Rates, Credit, Equities within the financial ecosystem
the ability to pick up new technologies as needed to solve your problems
#LI-HK

Your colleagues

About us

Expert advice. Wealth management. Investment banking. Asset management. Retail banking in Switzerland. And all the support functions. That's what we do. And we do it for private and institutional clients as well as corporations around the world.

We are about 60,000 employees in all major financial centers, in more than 50 countries. Do you want to be one of us?

Join us

We're a truly global, collaborative and friendly group of people. Having a diverse, inclusive and respectful workplace is important to us. And we support your career development, internal mobility and work-life balance. If this sounds interesting, apply now.

Contact Details

UBS Recruiting Singapore

Disclaimer / Policy Statements

UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce.

Apply now
Save","Hadoop), and in working with data engineers to build good data.
Are you passionate about building models from data that can deliver business benefit?",,,Data Scientist,,,Hong Kong,,,,,,,,,,,,,,,Indeed,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1386,1386,10978,,Earth.Org,"Contract: Full-time (Hong Kong based)
Location: Hong Kong
Start date: As soon as possible
We are looking for dedicated experienced Data Scientists who are passionate to make an impact.
Our Mission
Earth.Org is a not-for-profit environmental organisation based in Hong Kong. We believe in the power of data science to powerfully highlight global environmental issues. Earth.Org uses data science, data visualisations and data journalism to raise awareness and influence opinion on the developing existential threat that is climate change.
The Opportunity
Deploy your Data Science skills for positive social and environmental impact
Work on large complex data sets
Work in a fast-paced informal ‘start-up’ style working environment
Reach your full potential
Flat hierarchies with space for your own ideas
Work in a dynamic, dedicated and motivated team of people with a diverse range of backgrounds

Responsibilities
Deliverables include working with Earth Analytics instruments (like Google Earth Engine) to glean insights on the state of the Planet and create powerful visualisations
Work on data sets provided by space agencies, global institutions and cutting edge researchers
Work with GIS mapping systems
Clean and prepare data for analysis
Use machine learning and other tools to analyse data
Create simple to understand outputs/data visualisations for website publication

Essential Qualifications
Undergraduate Degree in Data Science, or Computer Science, Business/Data Analytics is essential
Master Degree in Data Science/Big Data/Data Analytics is strong plus
2 years Experience with Python is essential
Fluent written and spoken English is essential
Technical skills with Geographic Information Systems (GIS) is essential
Familiarity with Google Earth Engine tools is a plus
Experience with frequentist and Baysesian statistics is a plus
Candidates with experience running multiple machine learning model ensembles, using a variety of gradient boosting, neural networks, random forests and variations on linear regressions will be preferred
Results-driven with a can-do attitude

If you meet the role’s requirements, please get in touch with the recruitment team by filling out the box below.
We look forward to hearing from you!","Clean and prepare data for analysis.
Earth.Org uses data science, data visualisations and data journalism to raise awareness and influence opinion on the…",,,Data Scientist,,,Hong Kong,,,,,,,,,,,,,,,Indeed,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1387,1387,10982,,ImagineX Management Company Limited,"Are you a passionate and yet creative talent who can think out of the box to driving the people agenda with a new approach? ImagineX Group is a premier retail, brand management and distribution company. We build luxury, designer and premium contemporary fashion, beauty and lifestyle businesses with an entrepreneurial approach and the passion and flair of a brand owner.We are now inviting a self-motivated, creative and talented Data Scientist to join our Beta Labs. Beta Labs is a new data science initiative from The Lane Crawford Joyce Group, maximizing the value of the Group’s assets across its retail and distribution businesses.WHAT YOU WILL BE DOING?Being the Data Scientist, the right candidate willMine, manipulate and perform statistical analysis on multiple data sets to build scalable enterprise analytics AI solutionsIdentify what data is available and relevant, including internal and external data sources and collaborates with institute subject matter experts to select the best approachDrive thought leadership in project and model approach from data acquisition to full production deploymentMakes strategic recommendations on data collection, integration and retention requirements incorporating business requirements and knowledge of best practicesScope and define own work by researching and developing new content (Text & Computer Vision) that will drive large business impact opportunitiesWork with cross-functional business partners throughout the organization to identify opportunities for leveraging company data to drive business solutionsApplies advanced statistical and predictive modeling techniques to build, maintain, and improve on multiple real-time decision systemsGenerate and validate hypotheses with variety of testing methods (A/B, multi-variate, factorial design) to measure the impact of ongoing campaigns and retail initiativesCommunicate results and findings to key decision makersLead corporate scale analytics projects that has a large impact on the organizationExplore and research on best-in-class methodologies and latest technology trendsWork with data engineers on the design and deployment of enhancements and fixes to systems as neededYOU NEED TO BE…Bachelor’s / Master’s Degree holder in relevant field (i.e. Mathematics, Statistics, Physics, Computer Science, Engineering, Econometrics)3-5 Years of work experience with big datasets and on large scale analytical projectsIn-depth knowledge on programming language such as R, Python or SAS to manipulate data and draw insights from large data setsExperience with data visualization tools/packs, such as D3.js, GGplot, Seaborn, Splunk, Power BI, etcExperience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, MySQL, etcMust-have knowledge on a variety of machine learning techniques clustering, decision trees neural networks, Linear and Non-Linear Programming, Deep Learning (ANN, RNN, CNN) and their real-world advantages/drawbacksExperience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Adwords, Facebook Insights, etc.Experience with merchandising and planning use cases is a plusFamiliarity with AWS or Microsoft Azure or Google Cloud platformWorking knowledge in NLP techniques such as topic modelling, named-entity recognition. semantic analysis, intent recognition, etc is a plusWorking knowledge in image processing techniques such as image segmentation, Feature Matching, Image classification, Edge and Contour Detection techniques, etc is a plusWilling to be proactive in coming up with solutions and accustomed to a collaborative start-up team environmentPassionate about AI-related research and innovationsExperience in retail, loyalty, ecommerce, merchandising or consulting is preferredGood command of written and spoken English and CantoneseInterested parties please apply and send your Full resume with expected salary to us via https://career10.successfactors.com/sfcareer/jobreqcareer?jobId=822&company=ImagineXInformation provided will be treated in strict confidence and only be used for recruitment purpose. The Company may refer suitable applicants to other vacancies within the associated Group of companies.For more information of ImagineX Group, please visit our web site at http://www.imaginex.com.工作類型: 長期工作經驗:big datasets and on large scale analytical projects: 1年 (優先考慮)","Being the Data Scientist, the right candidate will.
Mine, manipulate and perform statistical analysis on multiple data sets to build scalable enterprise…",,,Data Scientist,,,Hong Kong,,,,,,,,,,,,,,,Indeed,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1
1388,1388,10985,,GrowthSpot (HK),"Why you should join us?
We work in a fun, collaborative open space where we encourage creativity and ideas flow freely.
Get to work with flexible working hours. Our priority is on getting the job done.
We provide guidance and mentorship to polish your business skills and entrepreneurship mindset.
We are one of the standout tech startups in Hong Kong and Taiwan, targeting a huge opportunity in Asia.
GrowthSpot is Incubated by multiple Hong Kong mentors and programs, giving us a massive network of advisors and resources locally and regionally in Asia.
Youll be able to steer the future roadmap to improve our products, big or small, and see the results of your products reach our customers.
Flat structure environment, you will be able to work independently and make your own choices.
We provide needed trainings and programs to develop your career skill sets to grow personally and professionally.
We provide sponsored business travel opportunities to Taiwan and SEA countries.
What you will do:
Architecting, developing, and maintaining high quality, scalable applications.
Devise new, innovative ways of development for both web and mobile platforms.
Well leverage you to explore emerging technologies and techniques to make recommendations on how we could use them to advance goals.
The skills and experience that you must possess:
3-5 years working experience in a cloud infrastructure role. More experienced engineers will be considered for the Senior position
Willingness to take ownership of tasks and features assigned.
Able to figure out what should be done and get it done. (this requires thoughtfulness with a bias towards taking action and assuming responsibility)
Experience with scalable infrastructure architecture, must have previous experience with AWS or GCP
Experience working with databases infrastructure

Technologies you will work with:
AWS Services
GCP
And other related technologies within.
What we offer:
We work in a fun, collaborative open space where we encourage creativity and ideas flow freely.
Youll be able to steer the future roadmap to improve our products, big or small, and see the results of your products reach our customers.
Get to work with flexible working hours. Our priority is on getting the job done.
Flat structure environment, you will be able to work independently and make your own choices.
We provide guidance and mentorship to polish your business skills and entrepreneurship mindset.
We provide needed trainings and programs to develop your career skill sets to grow personally and professionally
We are one of the standout tech startups in Hong Kong and Taiwan, targeting a huge opportunity in Asia.
We provide sponsored business travel opportunities to Taiwan and SEA countries
GrowthSpot is Incubated by multiple Hong Kong mentors and programs, giving us a massive network of advisors and resources locally and regionally in Asia
Additional Information
Job Level: Mid
Experience Level: Mid Level
Job Category: Data Science
Related Specialization: IT Management
Specializations: Software Engineering
Tags: AWS, GCP, Cloud Platforms
Company
A fully funded and accelerating startup company in Asia, carries a mission to build an ad-tech software product that empowers SMEs in Asia to do digital marketing better and cheaper with automation and AI technologies. We are looking for a highly capable Online Marketing Associate to join our team in Hong Kong or Taipei, who has strong skill set in online marketing to help our clients achieve their business goals and also to support our educational academy activities. This person will play a vital role on the team in leading business growth of our business clients. This is a great opportunity to further develop your online marketing and growth hacking skills by working together with a team of talented marketers.","Why you should join us?
We work in a fun, collaborative open space where we encourage creativity and ideas flow freely.
Get to work with flexible working hours.",,,Data Scientist,,,"Kwun Tong, Kowloon",,,,,,,,,,,,,,,Indeed,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
